pid,ad_title,target_age_group,target_gender,target_mood,target_weather
RNY333027,Women's Rain Jacket Fashion,40-64,Female,Sad,rainy
RNY366589,Men's Rain Boots Classic,18-39,Male,Angry,rainy
CLD284094,Teen Boy Gloves Designer,10-18,Male,Angry,cold
RNY390487,Senior Men's Umbrella Casual,65+,Male,Angry,rainy
RNY905481,Senior Men's Umbrella Sport,65+,Male,Sad,rainy
RNY672281,Women's Wet Weather Shirt,40-64,Female,Angry,rainy
SNY454861,Teen Girl Swimming Suit,10-18,Female,Happy,sunny
SNY988326,Women's Summer Bag,18-39,Female,neutral,sunny
CLD519068,Kids Knit Pants,Kids,Male,Angry,cold
RNY718624,Men's Splash Pants,18-39,Male,Sad,rainy
CLD765415,Women's Parka Formal,18-39,Female,Angry,cold
SNY903972,Teen Boy Linen Top,10-18,Male,Angry,sunny
SNY217455,Kids Sunglasses Elegant,Kids,Male,Happy,sunny
CLD211671,Senior Women's Fleece Blazer,65+,Female,Sad,cold
CLD799783,Women's Beanie Elegant,40-64,Female,Happy,cold
RNY742669,Senior Women's Raincoat Designer,65+,Female,Angry,rainy
SNY995993,Kids Cotton Jacket,Kids,Male,Angry,sunny
SNY284630,Senior Men's Linen Shirt,65+,Male,Angry,sunny
CLD754781,Women's Winter Boots,18-39,Female,neutral,cold
SNY271720,Men's Tennis Bag,18-39,Male,Happy,sunny
SNY423139,Men's Swimming Shoes,40-64,Male,neutral,sunny
SNY805664,Senior Men's Beach Outfit,65+,Male,Happy,sunny
SNY690648,Women's Lightweight Hoodie,18-39,Female,neutral,sunny
SNY345101,Senior Men's Summer Skirt,65+,Male,neutral,sunny
SNY307954,Teen Boy Swimming Skirt,10-18,Male,neutral,sunny
CLD692353,Women's Insulated Dress,18-39,Female,Angry,cold
CLD434827,Teen Boy Parka Trendy,10-18,Male,Angry,cold
SNY807181,Kids Sandals Elegant,Kids,Male,Angry,sunny
CLD321368,Kids Wool Skirt,Kids,Male,Angry,cold
CLD357516,Kids Sweater Basic,Kids,Male,neutral,cold
RNY789832,Girls Waterproof Blazer,Kids,Female,Sad,rainy
SNY693128,Women's Cycling Jersey,40-64,Female,Sad,sunny
RNY599472,Men's Waterproof Suit,40-64,Male,Happy,rainy
SNY924911,Women's Beach Volleyball Bag,18-39,Female,neutral,sunny
CLD605931,Men's Sweater Sport,40-64,Male,Sad,cold
RNY171633,Women's Raincoat Elegant,40-64,Female,Angry,rainy
SNY919067,Men's Cotton Coat,18-39,Male,Sad,sunny
CLD872125,Teen Girl Winter Jacket Fashion,10-18,Female,Angry,cold
CLD527361,Men's Winter Jacket Sport,18-39,Male,Sad,cold
CLD154315,Senior Men's Thermal Top,65+,Male,Angry,cold
SNY478986,Teen Girl Beach Volleyball Dress,10-18,Female,Angry,sunny
RNY882870,Kids Rain Boots Modern,Kids,Male,Sad,rainy
RNY111303,Women's Wet Weather Shoes,40-64,Female,neutral,rainy
SNY536471,Teen Boy Summer Pants,10-18,Male,neutral,sunny
RNY365812,Kids Umbrella Trendy,Kids,Male,Angry,rainy
CLD106072,Teen Girl Knit Blazer,10-18,Female,neutral,cold
SNY141675,Kids Summer Suit,Kids,Male,Angry,sunny
SNY510133,Men's Sandals Fashion,18-39,Male,Angry,sunny
CLD485496,Men's Snow Boots,18-39,Male,Happy,cold
RNY148454,Women's Water Repellent Vest,40-64,Female,neutral,rainy
SNY907812,Women's Sun Hat Modern,18-39,Female,neutral,sunny
SNY184002,Men's Flip Flops,40-64,Male,Happy,sunny
CLD777837,Women's Insulated Pants,40-64,Female,Happy,cold
SNY908287,Senior Women's Sandals Sport,65+,Female,Sad,sunny
RNY646661,Women's Water Repellent Pants,18-39,Female,Angry,rainy
SNY927406,Teen Girl Beach Volleyball Hoodie,10-18,Female,Angry,sunny
SNY381240,Women's Lightweight Blazer,40-64,Female,Happy,sunny
RNY561412,Women's Water Resistant Outfit,18-39,Female,Happy,rainy
CLD440911,Teen Boy Down Jacket,10-18,Male,Angry,cold
SNY440140,Men's Lightweight Coat,18-39,Male,Sad,sunny
RNY578946,Teen Girl Raincoat Fashion,10-18,Female,Angry,rainy
CLD841564,Senior Women's Winter Jacket Simple,65+,Female,Happy,cold
SNY879592,Girls Sunglasses Simple,Kids,Female,Happy,sunny
SNY265001,Senior Women's Cotton Dress,65+,Female,Angry,sunny
CLD496382,Men's Winter Jacket Trendy,40-64,Male,Sad,cold
SNY678406,Men's Beach Volleyball Outfit,18-39,Male,Sad,sunny
RNY299943,Teen Boy Raincoat Modern,10-18,Male,Happy,rainy
RNY720493,Men's Water Repellent Jacket,40-64,Male,Sad,rainy
SNY877293,Women's Linen Coat,18-39,Female,neutral,sunny
RNY977965,Men's Rain Cover,40-64,Male,neutral,rainy
SNY435788,Men's Tennis Bag,40-64,Male,neutral,sunny
SNY896290,Women's Swimming Coat,18-39,Female,Sad,sunny
CLD250783,Men's Snow Boots,40-64,Male,Happy,cold
RNY446489,Men's Raincoat Casual,40-64,Male,Sad,rainy
SNY332311,Women's Sandals Simple,40-64,Female,Happy,sunny
CLD249337,Women's Winter Boots,40-64,Female,neutral,cold
RNY900261,Women's Rain Boots Trendy,18-39,Female,Sad,rainy
SNY970196,Kids Sunglasses Fashion,Kids,Male,Happy,sunny
SNY802695,Teen Girl Cotton Dress,10-18,Female,neutral,sunny
RNY651259,Women's Rain Cover,40-64,Female,Angry,rainy
RNY127946,Teen Girl Raincoat Simple,10-18,Female,Angry,rainy
CLD577829,Women's Thermal Top,18-39,Female,Happy,cold
RNY796862,Women's Rain Poncho,18-39,Female,Angry,rainy
RNY199110,Kids Water Resistant Skirt,Kids,Male,Angry,rainy
CLD362127,Teen Girl Beanie Classic,10-18,Female,Happy,cold
CLD799175,Men's Gloves Basic,18-39,Male,neutral,cold
RNY897970,Women's Water Repellent Skirt,18-39,Female,Sad,rainy
SNY903180,Women's Tennis Coat,40-64,Female,Sad,sunny
CLD296048,Teen Girl Winter Scarf,10-18,Female,Sad,cold
CLD433610,Teen Girl Beanie Premium,10-18,Female,Happy,cold
RNY718123,Senior Men's Water Repellent Coat,65+,Male,neutral,rainy
SNY690341,Kids Tank Top,Kids,Male,neutral,sunny
RNY369970,Senior Women's Umbrella Designer,65+,Female,neutral,rainy
RNY482483,Men's Rain Jacket Elegant,40-64,Male,neutral,rainy
RNY722394,Teen Girl Umbrella Basic,10-18,Female,Sad,rainy
RNY605081,Kids Rubber Boots,Kids,Male,Happy,rainy
RNY754779,Girls Water Repellent Outfit,Kids,Female,neutral,rainy
RNY594378,Girls Storm Jacket,Kids,Female,Happy,rainy
CLD262796,Kids Beanie Premium,Kids,Male,Angry,cold
SNY760356,Girls Cycling Jersey,Kids,Female,neutral,sunny
RNY225179,Teen Boy Rain Boots Simple,10-18,Male,neutral,rainy
SNY803724,Women's Tennis Vest,18-39,Female,Sad,sunny
SNY844007,Men's Swimming Jacket,40-64,Male,Sad,sunny
RNY861327,Men's Raincoat Sport,18-39,Male,Sad,rainy
SNY519218,Teen Girl Beach Suit,10-18,Female,Sad,sunny
RNY967995,Kids Umbrella Formal,Kids,Male,Angry,rainy
CLD757467,Teen Boy Winter Jacket Designer,10-18,Male,neutral,cold
SNY841296,Women's Linen Top,40-64,Female,Happy,sunny
CLD529435,Senior Men's Wool Shoes,65+,Male,neutral,cold
RNY884926,Women's Water Resistant Top,40-64,Female,Happy,rainy
SNY965200,Senior Women's Cotton Shoes,65+,Female,Angry,sunny
RNY804767,Senior Men's Water Repellent Shoes,65+,Male,Happy,rainy
CLD225079,Men's Wool Dress,18-39,Male,Angry,cold
SNY347088,Women's Tank Top,40-64,Female,neutral,sunny
CLD962138,Women's Sweater Sport,40-64,Female,Happy,cold
RNY298410,Men's Raincoat Simple,40-64,Male,Sad,rainy
RNY856532,Senior Men's Water Repellent Shoes,65+,Male,Angry,rainy
SNY871861,Men's Beach Volleyball Hoodie,40-64,Male,neutral,sunny
CLD827266,Women's Thermal Blazer,18-39,Female,Sad,cold
SNY558320,Teen Boy Summer Pants,10-18,Male,Sad,sunny
RNY318705,Teen Girl Water Repellent Pants,10-18,Female,Angry,rainy
RNY435291,Kids Rain Jacket Sport,Kids,Male,Sad,rainy
CLD246000,Teen Girl Fleece Jacket,10-18,Female,Angry,cold
SNY378095,Teen Boy Sandals Classic,10-18,Male,Sad,sunny
RNY181776,Teen Girl Rain Jacket Designer,10-18,Female,neutral,rainy
CLD767403,Teen Boy Winter Jacket Premium,10-18,Male,Happy,cold
SNY254535,Teen Boy Sun Hat Elegant,10-18,Male,Angry,sunny
CLD445924,Teen Boy Beanie Elegant,10-18,Male,Happy,cold
SNY941850,Men's Summer Jacket,40-64,Male,Sad,sunny
CLD985545,Senior Men's Wool Top,65+,Male,Sad,cold
CLD423143,Teen Girl Thermal Blazer,10-18,Female,Angry,cold
SNY438756,Teen Girl Swimming Top,10-18,Female,neutral,sunny
SNY471858,Girls Summer Vest,Kids,Female,Angry,sunny
SNY491617,Teen Boy Lightweight Bag,10-18,Male,Sad,sunny
SNY310477,Teen Boy Linen Bag,10-18,Male,Angry,sunny
RNY408069,Men's Raincoat Classic,18-39,Male,Happy,rainy
RNY913031,Women's Wet Weather Dress,40-64,Female,neutral,rainy
CLD404753,Kids Gloves Trendy,Kids,Male,neutral,cold
CLD839427,Women's Wool Vest,40-64,Female,Sad,cold
CLD328268,Teen Girl Parka Simple,10-18,Female,Sad,cold
CLD384872,Senior Women's Parka Sport,65+,Female,Happy,cold
SNY646699,Kids Beach Coat,Kids,Male,Sad,sunny
RNY345715,Men's Rain Cover,18-39,Male,Angry,rainy
RNY666685,Men's Waterproof Bag,40-64,Male,Sad,rainy
SNY273648,Women's Linen Vest,18-39,Female,Happy,sunny
RNY112504,Men's Umbrella Premium,18-39,Male,Happy,rainy
RNY500893,Men's Wet Weather Skirt,40-64,Male,Happy,rainy
RNY665866,Women's Raincoat Designer,40-64,Female,Happy,rainy
CLD149299,Teen Girl Beanie Basic,10-18,Female,Sad,cold
SNY931122,Senior Men's Beach Volleyball Suit,65+,Male,Happy,sunny
CLD448112,Women's Beanie Basic,40-64,Female,Happy,cold
RNY575549,Women's Wet Weather Dress,18-39,Female,Happy,rainy
RNY643244,Men's Umbrella Classic,18-39,Male,Angry,rainy
RNY662089,Teen Boy Umbrella Classic,10-18,Male,Angry,rainy
CLD364394,Men's Insulated Vest,40-64,Male,Happy,cold
SNY388134,Women's Tennis Hoodie,18-39,Female,Angry,sunny
RNY106773,Senior Women's Raincoat Formal,65+,Female,Angry,rainy
SNY234097,Teen Girl Linen Shirt,10-18,Female,Happy,sunny
CLD383394,Men's Wool Blazer,18-39,Male,neutral,cold
SNY397340,Senior Women's Swimming Pants,65+,Female,Happy,sunny
RNY102913,Women's Waterproof Backpack,40-64,Female,Angry,rainy
CLD405968,Men's Wool Hoodie,40-64,Male,Sad,cold
SNY895807,Teen Boy Summer Suit,10-18,Male,Angry,sunny
RNY487384,Senior Women's Rain Boots Simple,65+,Female,neutral,rainy
SNY918164,Women's Cotton Bag,40-64,Female,Sad,sunny
SNY799318,Senior Men's Lightweight Top,65+,Male,Sad,sunny
RNY654008,Kids Waterproof Vest,Kids,Male,Happy,rainy
SNY754128,Men's Beach Volleyball Shoes,40-64,Male,neutral,sunny
CLD519595,Teen Boy Gloves Classic,10-18,Male,Happy,cold
SNY509054,Girls Lightweight Coat,Kids,Female,Angry,sunny
RNY677219,Women's Rubber Boots,18-39,Female,Happy,rainy
SNY247189,Kids Tennis Outfit,Kids,Male,Angry,sunny
SNY647108,Teen Girl Swimming Pants,10-18,Female,neutral,sunny
CLD902572,Senior Women's Fleece Bag,65+,Female,Angry,cold
SNY377319,Girls Cycling Jersey,Kids,Female,Angry,sunny
SNY602171,Senior Women's Lightweight Jacket,65+,Female,Angry,sunny
CLD354303,Teen Boy Gloves Formal,10-18,Male,Happy,cold
CLD496385,Girls Insulated Skirt,Kids,Female,Angry,cold
CLD766914,Men's Parka Modern,40-64,Male,Sad,cold
RNY115610,Women's Waterproof Pants,18-39,Female,Sad,rainy
RNY770370,Senior Women's Water Resistant Suit,65+,Female,Sad,rainy
RNY482372,Women's Galoshes,18-39,Female,Sad,rainy
SNY306263,Teen Boy Summer Jacket,10-18,Male,Happy,sunny
RNY598140,Kids Water Repellent Coat,Kids,Male,Angry,rainy
SNY473023,Men's Beach Volleyball Skirt,18-39,Male,Happy,sunny
CLD814464,Men's Gloves Basic,40-64,Male,Angry,cold
RNY678572,Men's Water Repellent Top,18-39,Male,Angry,rainy
CLD776497,Girls Knit Outfit,Kids,Female,Sad,cold
CLD932761,Teen Girl Winter Jacket Simple,10-18,Female,Sad,cold
CLD130213,Women's Wool Shoes,40-64,Female,Angry,cold
CLD633524,Kids Knit Shirt,Kids,Male,Sad,cold
CLD794951,Teen Girl Beanie Sport,10-18,Female,Sad,cold
RNY711637,Girls Raincoat Sport,Kids,Female,Happy,rainy
SNY751244,Girls Cotton Skirt,Kids,Female,Angry,sunny
SNY251981,Girls Summer Hoodie,Kids,Female,neutral,sunny
SNY722485,Girls Tennis Hoodie,Kids,Female,Happy,sunny
SNY607755,Women's Swimming Jacket,18-39,Female,Angry,sunny
SNY163918,Senior Men's Lightweight Top,65+,Male,neutral,sunny
SNY990396,Teen Boy Swimming Outfit,10-18,Male,Happy,sunny
CLD299467,Women's Beanie Elegant,40-64,Female,Angry,cold
SNY403815,Women's Beach Volleyball Dress,40-64,Female,Sad,sunny
CLD966399,Men's Thermal Top,40-64,Male,Sad,cold
CLD588719,Women's Beanie Sport,40-64,Female,Happy,cold
SNY510534,Women's Sandals Elegant,18-39,Female,Happy,sunny
CLD244112,Girls Fleece Hoodie,Kids,Female,Angry,cold
RNY365677,Men's Rain Jacket Elegant,40-64,Male,Sad,rainy
CLD753432,Men's Fleece Shirt,18-39,Male,neutral,cold
CLD675475,Teen Girl Parka Formal,10-18,Female,Angry,cold
RNY673099,Girls Rain Boots Simple,Kids,Female,Angry,rainy
SNY935527,Teen Boy Cotton Vest,10-18,Male,Happy,sunny
RNY191384,Men's Rain Jacket Modern,18-39,Male,Angry,rainy
CLD443642,Teen Girl Gloves Trendy,10-18,Female,Angry,cold
SNY860017,Men's Beach Pants,40-64,Male,Happy,sunny
CLD398756,Girls Winter Jacket Premium,Kids,Female,Happy,cold
SNY652367,Teen Girl Beach Coat,10-18,Female,neutral,sunny
RNY798956,Women's Water Repellent Bag,18-39,Female,neutral,rainy
RNY438873,Senior Women's Water Resistant Dress,65+,Female,Sad,rainy
RNY226665,Girls Rain Jacket Fashion,Kids,Female,Sad,rainy
SNY923892,Men's Sun Hat Sport,40-64,Male,Sad,sunny
SNY807905,Men's Beach Coat,18-39,Male,neutral,sunny
RNY974367,Kids Raincoat Designer,Kids,Male,neutral,rainy
RNY516129,Senior Women's Rain Jacket Classic,65+,Female,neutral,rainy
SNY542412,Kids Sandals Modern,Kids,Male,Sad,sunny
CLD921242,Kids Beanie Casual,Kids,Male,Angry,cold
SNY876000,Senior Women's Beach Volleyball Coat,65+,Female,neutral,sunny
SNY551533,Senior Women's Sandals Fashion,65+,Female,Sad,sunny
SNY595248,Girls Beach Volleyball Skirt,Kids,Female,neutral,sunny
RNY820600,Women's Wet Weather Suit,18-39,Female,Angry,rainy
CLD933689,Kids Sweater Designer,Kids,Male,Angry,cold
SNY939072,Men's Cotton Jacket,18-39,Male,Sad,sunny
CLD608713,Girls Down Jacket,Kids,Female,Happy,cold
RNY279952,Girls Wet Weather Top,Kids,Female,Sad,rainy
SNY265613,Men's Summer Outfit,40-64,Male,Angry,sunny
SNY759835,Girls Beach Volleyball Outfit,Kids,Female,neutral,sunny
CLD559813,Men's Parka Simple,40-64,Male,Happy,cold
SNY234580,Senior Men's Cotton Suit,65+,Male,Sad,sunny
SNY280077,Kids Beach Shirt,Kids,Male,neutral,sunny
CLD153268,Men's Knit Bag,18-39,Male,neutral,cold
RNY446967,Men's Rain Boots Trendy,18-39,Male,Sad,rainy
SNY928373,Senior Women's Sandals Modern,65+,Female,Sad,sunny
RNY984596,Teen Girl Waterproof Blazer,10-18,Female,Sad,rainy
CLD143462,Teen Boy Thermal Top,10-18,Male,Angry,cold
SNY855939,Senior Men's Beach Hoodie,65+,Male,neutral,sunny
CLD318799,Girls Sweater Elegant,Kids,Female,Happy,cold
RNY546023,Girls Rubber Boots,Kids,Female,Happy,rainy
CLD298082,Teen Girl Down Jacket,10-18,Female,neutral,cold
CLD912091,Teen Boy Winter Boots,10-18,Male,Sad,cold
RNY238096,Senior Women's Rain Boots Casual,65+,Female,neutral,rainy
SNY318016,Kids Summer Hoodie,Kids,Male,neutral,sunny
RNY223019,Teen Boy Wet Weather Bag,10-18,Male,Sad,rainy
RNY533959,Men's Rain Jacket Simple,40-64,Male,neutral,rainy
RNY490990,Women's Waterproof Coat,18-39,Female,neutral,rainy
CLD439370,Men's Fleece Vest,40-64,Male,Happy,cold
RNY444520,Kids Water Resistant Top,Kids,Male,Angry,rainy
RNY654965,Teen Boy Waterproof Jacket,10-18,Male,Happy,rainy
RNY102114,Teen Girl Water Repellent Pants,10-18,Female,Sad,rainy
RNY704421,Teen Boy Rain Jacket Premium,10-18,Male,neutral,rainy
SNY754221,Men's Sandals Sport,18-39,Male,neutral,sunny
SNY827679,Senior Women's Sandals Classic,65+,Female,Angry,sunny
CLD339066,Men's Knit Top,40-64,Male,neutral,cold
RNY596240,Senior Men's Water Repellent Vest,65+,Male,Happy,rainy
SNY430536,Women's Swimming Jacket,40-64,Female,Sad,sunny
SNY124057,Women's Summer Skirt,40-64,Female,Angry,sunny
RNY622494,Men's Umbrella Simple,18-39,Male,neutral,rainy
SNY641448,Senior Men's Cotton Skirt,65+,Male,Happy,sunny
RNY948107,Women's Wet Weather Jacket,18-39,Female,Happy,rainy
CLD806822,Senior Women's Insulated Hoodie,65+,Female,Happy,cold
CLD519651,Women's Thermal Coat,40-64,Female,Sad,cold
RNY783889,Kids Wet Weather Vest,Kids,Male,Sad,rainy
CLD322192,Teen Girl Knit Suit,10-18,Female,Sad,cold
CLD765574,Girls Sweater Simple,Kids,Female,Sad,cold
RNY225459,Teen Girl Wet Weather Blazer,10-18,Female,neutral,rainy
RNY844867,Senior Women's Wet Weather Skirt,65+,Female,Happy,rainy
SNY617326,Men's Sunglasses Designer,18-39,Male,neutral,sunny
RNY286417,Men's Rain Boots Fashion,18-39,Male,Angry,rainy
SNY911781,Women's Summer Coat,18-39,Female,neutral,sunny
CLD221467,Men's Insulated Coat,18-39,Male,Angry,cold
RNY358144,Teen Boy Wet Weather Outfit,10-18,Male,Happy,rainy
RNY489615,Men's Rain Jacket Formal,18-39,Male,neutral,rainy
SNY313446,Women's Tennis Shirt,18-39,Female,neutral,sunny
CLD770222,Teen Girl Gloves Fashion,10-18,Female,Angry,cold
CLD143039,Teen Girl Insulated Vest,10-18,Female,Sad,cold
SNY868170,Kids Sun Hat Trendy,Kids,Male,Happy,sunny
CLD766585,Women's Snow Boots,18-39,Female,Happy,cold
SNY244455,Women's Beach Volleyball Dress,18-39,Female,Sad,sunny
CLD897100,Senior Women's Fleece Pants,65+,Female,Angry,cold
CLD710373,Teen Girl Thermal Shirt,10-18,Female,Angry,cold
CLD234631,Teen Girl Thermal Shirt,10-18,Female,Happy,cold
CLD467945,Men's Parka Sport,40-64,Male,neutral,cold
CLD201143,Teen Girl Fleece Dress,10-18,Female,Happy,cold
RNY503759,Women's Umbrella Elegant,40-64,Female,Sad,rainy
CLD664326,Women's Thermal Pants,40-64,Female,Angry,cold
SNY646579,Senior Women's Linen Suit,65+,Female,Angry,sunny
CLD204396,Kids Wool Shoes,Kids,Male,Happy,cold
SNY598261,Senior Men's Lightweight Blazer,65+,Male,neutral,sunny
RNY553252,Senior Men's Storm Jacket,65+,Male,Angry,rainy
RNY523162,Teen Boy Water Resistant Suit,10-18,Male,Sad,rainy
RNY496835,Kids Raincoat Formal,Kids,Male,Sad,rainy
CLD550132,Teen Boy Winter Scarf,10-18,Male,Angry,cold
RNY632870,Women's Water Resistant Blazer,40-64,Female,Happy,rainy
CLD984307,Women's Sweater Basic,18-39,Female,Happy,cold
CLD855509,Teen Boy Winter Jacket Modern,10-18,Male,Angry,cold
SNY257517,Senior Women's Swimming Hoodie,65+,Female,Angry,sunny
SNY535037,Senior Women's Cycling Jersey,65+,Female,Angry,sunny
SNY684801,Girls Sun Hat Classic,Kids,Female,Sad,sunny
SNY372933,Women's Lightweight Shoes,40-64,Female,Happy,sunny
SNY789173,Teen Boy Tennis Jacket,10-18,Male,neutral,sunny
CLD225291,Teen Boy Snow Boots,10-18,Male,neutral,cold
CLD516144,Men's Insulated Blazer,18-39,Male,neutral,cold
SNY854942,Men's Beach Volleyball Hoodie,18-39,Male,neutral,sunny
CLD267990,Senior Women's Gloves Casual,65+,Female,Sad,cold
SNY865929,Men's Beach Dress,18-39,Male,neutral,sunny
SNY344831,Men's Summer Bag,40-64,Male,neutral,sunny
RNY630672,Men's Raincoat Designer,18-39,Male,Angry,rainy
CLD401867,Kids Fleece Shoes,Kids,Male,Sad,cold
SNY724880,Teen Boy Beach Volleyball Bag,10-18,Male,Angry,sunny
SNY309902,Men's Beach Volleyball Vest,40-64,Male,Sad,sunny
SNY779068,Girls Swimming Skirt,Kids,Female,neutral,sunny
RNY769639,Senior Men's Umbrella Basic,65+,Male,Sad,rainy
RNY452730,Kids Umbrella Fashion,Kids,Male,Sad,rainy
RNY782280,Kids Umbrella Casual,Kids,Male,Sad,rainy
CLD611043,Women's Insulated Pants,18-39,Female,Sad,cold
CLD708554,Girls Beanie Premium,Kids,Female,Sad,cold
CLD232127,Kids Gloves Formal,Kids,Male,neutral,cold
CLD962162,Women's Winter Jacket Elegant,40-64,Female,Happy,cold
RNY497364,Women's Raincoat Elegant,40-64,Female,neutral,rainy
SNY799061,Senior Women's Sunglasses Trendy,65+,Female,neutral,sunny
RNY345653,Teen Boy Umbrella Modern,10-18,Male,Angry,rainy
SNY139623,Senior Women's Cotton Dress,65+,Female,Happy,sunny
RNY438541,Kids Rain Cover,Kids,Male,neutral,rainy
RNY764704,Girls Wet Weather Shirt,Kids,Female,Happy,rainy
SNY794663,Girls Swimming Pants,Kids,Female,neutral,sunny
SNY971080,Teen Girl Linen Hoodie,10-18,Female,Sad,sunny
RNY110726,Men's Raincoat Simple,40-64,Male,Angry,rainy
SNY513741,Teen Girl Beach Shoes,10-18,Female,Sad,sunny
RNY128576,Women's Rain Jacket Basic,18-39,Female,Happy,rainy
SNY736095,Women's Cotton Blazer,18-39,Female,Happy,sunny
SNY661720,Teen Girl Cotton Bag,10-18,Female,Angry,sunny
RNY130945,Teen Girl Rain Boots Sport,10-18,Female,Happy,rainy
SNY309365,Men's Sandals Basic,18-39,Male,Angry,sunny
SNY497562,Senior Men's Sun Hat Premium,65+,Male,Angry,sunny
SNY933635,Senior Women's Lightweight Blazer,65+,Female,Angry,sunny
SNY943718,Women's Cycling Jersey,40-64,Female,Happy,sunny
CLD503113,Women's Down Jacket,18-39,Female,Angry,cold
RNY770809,Teen Girl Waterproof Backpack,10-18,Female,Sad,rainy
RNY726068,Teen Boy Water Repellent Blazer,10-18,Male,Angry,rainy
SNY428961,Girls Swimming Top,Kids,Female,Angry,sunny
SNY649314,Girls Tennis Pants,Kids,Female,neutral,sunny
CLD732338,Senior Men's Insulated Vest,65+,Male,neutral,cold
CLD267209,Teen Boy Fleece Pants,10-18,Male,Sad,cold
CLD883978,Teen Boy Parka Formal,10-18,Male,Angry,cold
SNY963930,Kids Linen Blazer,Kids,Male,neutral,sunny
SNY579027,Senior Women's Beach Volleyball Top,65+,Female,neutral,sunny
RNY632531,Senior Women's Waterproof Suit,65+,Female,Sad,rainy
RNY171703,Teen Girl Water Repellent Shoes,10-18,Female,Sad,rainy
RNY222448,Women's Water Resistant Suit,18-39,Female,neutral,rainy
SNY261505,Men's Tennis Shirt,40-64,Male,Happy,sunny
SNY125071,Teen Boy Summer Hoodie,10-18,Male,Angry,sunny
CLD576189,Men's Thermal Bag,18-39,Male,neutral,cold
SNY628168,Teen Girl Beach Pants,10-18,Female,Sad,sunny
RNY125703,Senior Men's Rain Jacket Simple,65+,Male,Sad,rainy
RNY755783,Teen Boy Waterproof Coat,10-18,Male,Sad,rainy
SNY185362,Men's Linen Coat,18-39,Male,neutral,sunny
RNY183203,Senior Women's Water Resistant Dress,65+,Female,neutral,rainy
RNY182874,Senior Men's Rain Boots Formal,65+,Male,Happy,rainy
RNY479907,Senior Men's Water Repellent Top,65+,Male,Angry,rainy
RNY103080,Senior Men's Rain Jacket Trendy,65+,Male,neutral,rainy
CLD241177,Men's Thermal Suit,40-64,Male,Happy,cold
RNY387482,Teen Boy Rain Boots Simple,10-18,Male,Angry,rainy
RNY370317,Kids Water Repellent Hoodie,Kids,Male,Sad,rainy
CLD931034,Teen Girl Wool Coat,10-18,Female,Sad,cold
